hmm.accession	hmm.name	hmm.description	protein.name	secondary.name	author	e.val.threshold	hmm.coverage.threshold	target.coverage.threshold	literature.ref	database.ref	comment
PDLC02020	Cas10d_WP_087711939.1	NA	Cas10_Id	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02021	Cas10d_WP_190512490.1	NA	Cas10_Id	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02022	Cas10d_WP_049929248.1	NA	Cas10_Id	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02023	Cas10d_WP_158058419.1	NA	Cas10_Id	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02024	Cas10d_WP_028316953.1	NA	Cas10_Id	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02025	Cas1d_Cas1d	NA	Cas1d	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02026	Cas1fv_WP_091991229.1	NA	Cas1fv	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02027	Cas2d_WP_013277804.1	NA	Cas2d	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02028	Cas3d_WP_036011816.1	NA	Cas3d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02029	Cas3d_WP_009632565.1	NA	Cas3d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02030	Cas3d_WP_138799062.1	NA	Cas3d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02031	Cas3d_WP_165164020.1	NA	Cas3d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02032	Cas3d_WP_123141246.1	NA	Cas3d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02033	Cas3fv_WP_185977852.1	NA	Cas3fv	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02034	Cas4d_WP_049772653.1	NA	Cas4d	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02035	Cas4d_WP_050035455.1	NA	Cas4d	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02036	Cas4d_WP_002706837.1	NA	Cas4d	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02037	Cas5d_WP_029215464.1	NA	Cas5d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02038	Cas5d_WP_039258829.1	NA	Cas5d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02039	Cas5d_WP_092935105.1	NA	Cas5d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02040	Cas5d_WP_158058421.1	NA	Cas5d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02041	Cas5fv_WP_067337221.1	NA	Cas5fv	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02042	Cas6d_WP_065712011.1	NA	Cas6d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02043	Cas6d_WP_103426589.1	NA	Cas6d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02044	Cas6d_WP_087711943.1	NA	Cas6d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02045	Cas6d_WP_006423441.1	NA	Cas6d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02046	Cas7d_WP_013277799.1	NA	Cas7d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02047	Cas7d_WP_092935103.1	NA	Cas7d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02048	Cas7d_WP_158058420.1	NA	Cas7d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02049	Cas7fv_WP_150026338.1	NA	Cas7fv	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02050	Cas8b_Cas8b	NA	Cas8b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02051	Cas10b_WP_106300372.1	NA	Cas10b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02052	Cas10b_WP_190500663.1	NA	Cas10b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02053	Cas10b_WP_144873735.1	NA	Cas10b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02054	Cas10b_WP_128893768.1	NA	Cas10b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02055	Cas10b_WP_116678819.1	NA	Cas10b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02056	Cas10b_WP_008660283.1	NA	Cas10b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02057	Cas10d_WP_150960271.1	NA	Cas10d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02058	Cas10d_WP_011732306.1	NA	Cas10d	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02059	Cas10g_Cas10g	NA	Cas10g	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02060	Cas10h_Cas10h	NA	Cas10h	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02061	Cas1_II_WP_078484493.1	NA	Cas1_II	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02062	Cas1_II_WP_122951193.1	NA	Cas1_II	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02063	Cas1_IIIb_Cas1_IIIb	NA	Cas1_IIIb	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02064	Cas1a_Cas1a	NA	Cas1a	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02065	Cas1b_WP_013704840.1	NA	Cas1b	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02066	Cas1b_WP_035727688.1	NA	Cas1b	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02067	Cas1b_WP_188882336.1	NA	Cas1b	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02068	Cas2_II_WP_167337171.1	NA	Cas2_II	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02069	Cas2_II_WP_178005650.1	NA	Cas2_II	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02070	Cas2_II_WP_021888968.1	NA	Cas2_II	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02071	Cas2_II_WP_086428212.1	NA	Cas2_II	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02072	Cas2_II_WP_038817100.1	NA	Cas2_II	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02073	Cas2_II_WP_029776276.1	NA	Cas2_II	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02074	Cas2_IIIb_Cas2_IIIb	NA	Cas2_IIIb	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02075	Cas2a_Cas2a	NA	Cas2a	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02076	Cas2b_WP_066217071.1	NA	Cas2b	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02077	Cas2b_WP_028460064.1	NA	Cas2b	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02078	Cas2b_WP_038071942.1	NA	Cas2b	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02079	Cas3b_WP_007481209.1	NA	Cas3b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02080	Cas3b_WP_161968110.1	NA	Cas3b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02081	Cas3b_WP_117529172.1	NA	Cas3b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02082	Cas3b_WP_162272993.1	NA	Cas3b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02083	Cas4_II_WP_102552661.1	NA	Cas4_II	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02084	Cas4a1_Cas4a1	NA	Cas4a1	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02085	Cas4a2_Cas4a2	NA	Cas4a2	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02086	Cas4b_WP_077327524.1	NA	Cas4b	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02087	Cas4b_WP_154810420.1	NA	Cas4b	cas_adaptation	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02088	Cas5_IIId_WP_009229176.1	NA	Cas5_IIId	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02089	Cas5_IIId_WP_050350677.1	NA	Cas5_IIId	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02090	Cas5_IIId_WP_026097819.1	NA	Cas5_IIId	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02091	Cas5_IIId_WP_073026343.1	NA	Cas5_IIId	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02092	Cas5_IIIg_Cas5_IIIg	NA	Cas5_IIIg	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02093	Cas5b_WP_066217032.1	NA	Cas5b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02094	Cas5b_WP_177377672.1	NA	Cas5b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02095	Cas5b_WP_000371344.1	NA	Cas5b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02096	Cas5b_WP_048038568.1	NA	Cas5b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02097	Cas5b_WP_147923379.1	NA	Cas5b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02098	Cas6_IIIa_Cas6_IIIa	NA	Cas6_IIIa	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02099	Cas6_IIIh_Cas6_IIIh	NA	Cas6_IIIh	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02100	Cas6a_Cas6a	NA	Cas6a	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02101	Cas6b_WP_035068436.1	NA	Cas6b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02102	Cas6b_WP_188882298.1	NA	Cas6b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02103	Cas6b_WP_008118709.1	NA	Cas6b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02104	Cas6b_WP_091711071.1	NA	Cas6b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02105	Cas6b_WP_111916701.1	NA	Cas6b	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02106	Cas6b2_Cas6b2	NA	Cas6b2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02107	Cas7_IIId_WP_020893825.1	NA	Cas7_IIId	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02108	Cas7_IIId_WP_109839776.1	NA	Cas7_IIId	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02109	Cas7_IIId_WP_096232353.1	NA	Cas7_IIId	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02110	Cas7_IIId_WP_060827137.1	NA	Cas7_IIId	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02111	Cas7_IIId_WP_033024066.1	NA	Cas7_IIId	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02112	Cas7_IIId_WP_154519037.1	NA	Cas7_IIId	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02113	Cas7_IIId_WP_048037777.1	NA	Cas7_IIId	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02114	Cas7_IIId_WP_052712641.1	NA	Cas7_IIId	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02115	Cas7_IIId_WP_162801214.1	NA	Cas7_IIId	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02116	Cas7_IIId_WP_029452512.1	NA	Cas7_IIId	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02117	Cas7_IIIg_Cas7_IIIg	NA	Cas7_IIIg	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02118	Cas7_IIIh_Cas7_IIIh	NA	Cas7_IIIh	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02119	Csn2_WP_115483433.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02120	Csn2_WP_024413352.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02121	Csn2_WP_159082072.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02122	Csn2_WP_060552029.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02123	Csn2_WP_164905698.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02124	Csn2_WP_017261328.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02125	Csn2_WP_105966810.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02126	Csn2_WP_126807272.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02127	Csn2_WP_092199373.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02128	Csn2_WP_162921705.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02129	Csn2_WP_022001085.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02130	Csn2_WP_125770363.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02131	Csn2_WP_060929450.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02132	Csn2_WP_007147955.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02133	Csn2_WP_004794735.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02134	Csn2_WP_004694488.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02135	Csn2_WP_174892545.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02136	Csn2_WP_118351836.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02137	Csn2_WP_092874919.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02138	Csn2_WP_178467070.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02139	Csn2_WP_057888294.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02140	Csn2_WP_154580455.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02141	Csn2_WP_150280658.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02142	Csn2_WP_156416395.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02143	Csn2_WP_120472926.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02144	Csn2_WP_117838586.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02145	Csn2_WP_066234711.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02146	Csn2_WP_129637367.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02147	Csn2_WP_022791452.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02148	Csn2_WP_012290143.1	NA	Csn2	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02149	TniQ_IB_TniQ_IB	NA	TniQ_IB	cas_accessory	Jackson SA	1.00E-05	0.5	0.5	NA	NA	NA
PDLC02150	Cas7_IIIf_Cas7_IIIf	NA	Cas7_IIIf	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02151	Cas5_IIIf_Cas5_IIIf	NA	Cas5_IIIf	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02152	padloc_Cas13a	NA	Cas13a	Cas13	Jackson SA	1.00E-10	0.8	0.5	NA	NA	NA
PDLC02153	padloc_Cas13b	NA	Cas13b	Cas13	Jackson SA	1.00E-10	0.8	0.5	NA	NA	NA
PDLC02154	padloc_Cas13c	NA	Cas13c	Cas13	Jackson SA	1.00E-10	0.8	0.5	NA	NA	NA
PDLC02155	padloc_Cas13d	NA	Cas13d	Cas13	Jackson SA	1.00E-10	0.8	0.5	NA	NA	NA
PDLC02156	padloc_Cas5_IIIh	NA	Cas5_IIIh	cas_effector	Jackson SA	1.00E-04	0.5	0.5	NA	NA	NA
PDLC02157	ApeA_00001	NA	ApeA	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02158	Avs1a_00001	NA	Avs1a	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02159	Avs1b_00001	NA	Avs1b	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02160	Avs1c_00001	NA	Avs1c	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02161	Avs2_00001	NA	Avs2	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02162	Avs2_00002	NA	Avs2	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02163	Avs2_00003	NA	Avs2	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02164	Avs2_00004	NA	Avs2	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02165	Avs2_00005	NA	Avs2	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02166	Avs2_00006	NA	Avs2	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02167	Avs3a_00001	NA	Avs3a	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02168	Avs3b_00001	NA	Avs3b	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02169	Avs4_00001	NA	Avs4	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02170	Avs5_00001	NA	Avs5	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02171	Drt1a_00001	NA	Drt1a	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02172	Drt1b_00001	NA	Drt1b	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02173	Drt2_00001	NA	Drt2	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02174	Drt3a_00001	NA	Drt3a	NA	Payne LJ	1.00E-25	0.8	0.6	10/gpsx	NA	NA
PDLC02175	Drt3a_00002	NA	Drt3a	NA	Payne LJ	1.00E-25	0.8	0.6	10/gpsx	NA	NA
PDLC02176	Drt3b_00001	NA	Drt3b	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02177	Drt4_00001	NA	Drt4	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02178	Drt4_00002	NA	Drt4	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02179	Drt4_00003	NA	Drt4	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02180	Drt4_00004	NA	Drt4	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02181	Drt5_00001	NA	Drt5	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02182	Drt5_00002	NA	Drt5	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02183	Dsr1_00001	NA	Dsr1	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02184	Dsr2_00001	NA	Dsr2	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02185	HerA_00001	NA	HerA	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02186	SIR2_00001	NA	SIR2	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02187	DUF4297_00001	NA	DUF4297	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02188	HerA_00002	NA	HerA	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02189	DUF1156_MTase_00001	NA	DUF1156_MTase	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02190	DUF3780_00001	NA	DUF3780	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02191	DUF3780_00002	NA	DUF3780	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02192	DUF499_00001	NA	DUF499	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02193	PLD_Helicase_00001	NA	PLD_Helicase	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02194	Hhe_00001	NA	Hhe	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02195	IetA_00001	NA	IetA	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02196	IetA_00002	NA	IetA	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02197	IetS_00001	NA	IetS	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02198	IetS_00002	NA	IetS	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02199	IetS_00003	NA	IetS	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02200	IetS_00004	NA	IetS	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02201	IetS_00005	NA	IetS	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02202	IetS_00006	NA	IetS	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02203	MzaA_00001	NA	MzaA	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02204	MzaB_00001	NA	MzaB	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02205	MzaC_00001	NA	MzaC	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02206	MzaD_00001	NA	MzaD	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02207	MzaE_00001	NA	MzaE	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02208	Ppl_00001	NA	Ppl	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02209	QatA_00001	NA	QatA	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02210	QatA_00002	NA	QatA	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02211	QatB_00001	NA	QatB	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02212	QatB_00002	NA	QatB	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02213	QatB_00003	NA	QatB	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02214	QatC_00001	NA	QatC	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02215	QatD_00001	NA	QatD	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02216	RdrA_00001	NA	RdrA	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02217	RdrA_00002	NA	RdrA	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02218	RdrB_00001	NA	RdrB	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02219	RdrB_00002	NA	RdrB	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02220	Tmn_00001	NA	Tmn	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02221	Upx_00001	NA	Upx	NA	Payne LJ	1.00E-25	0.5	0.5	10/gpsx	NA	NA
PDLC02222	PP2C_00001	NA	PP2C	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02223	STK_OB_00001	NA	STK_OB	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02224	TerY_00001	NA	TerY	NA	Payne LJ	1.00E-05	0.3	0.3	10/gpsx	NA	NA
PDLC02225	AbiEi_WP_047105540.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02226	AbiEi_WP_146016717.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
PDLC02227	AbiEi_WP_068866247.1	AbiEi	AbiEi	NA	Jackson SA	1.00E-04	0.5	0.5	10/f5zkmw; 10/gndc3x	NA	NA
